QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerAText,AnswerBText,AnswerCText,AnswerDText,MisconceptionAId,MisconceptionBId,MisconceptionCId,MisconceptionDId,resp_A,resp_B,resp_C,resp_D,total_responses,pct_A,pct_B,pct_C,pct_D
1560,2012,Identify a unit of length,197,Volume and Capacity Units,D,"Sally has answered a question on perimeter and worked out an answer of \( 120 \).

Behind the star she has written the units that she used.

Which of the following units is definitely wrong? \( 120 \color{yellow}\bigstar \)",\( m \),\( \mathrm{km} \),\( 11 \),\( m g \),915.0,1422.0,1725.0,,14,16,28,310,368,3.804347826086957,4.3478260869565215,7.608695652173914,84.23913043478261
1561,1472,"Solve two-step linear equations, with the variable on one side, involving positive fractions",64,Linear Equations,A,"Solve the equation:
\(20 t-5=0\)",\( t=\frac{1}{4} \),\( t=4 \),\( t=-4 \),\( t=-\frac{1}{4} \),,1717.0,,1214.0,10,6,17,97,130,7.6923076923076925,4.615384615384616,13.076923076923078,74.61538461538461
1562,3408,Complete multi-step mental calculations,203,Mental Addition and Subtraction,A,"What is the value of:
\(
\frac{54+58}{2}
\)",\( 56 \),\( 224 \),\( 85 \),\( 51 \),,1074.0,1119.0,,2,8,3,55,68,2.941176470588235,11.76470588235294,4.411764705882353,80.88235294117648
1563,1377,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",408,Midpoint Between Two Co-ordinates,C,"Cara is trying to work out the midpoint of these two points: \( (-5,7) \) and \( (-2,-1) \) She labels them like this: \( \left.\begin{array}{cccc}x_{1} & y_{1} & x_{2} & y_{2} \\ (-5, & 7) & (-2, & -1) \end{array}\right.\) And then decides to use this formula: \( \left(\frac{x_{1}+x_{2}}{2}, \frac{y_{1}+y_{2}}{2}\right) \) What is the \( \boldsymbol{y} \) value of the midpoint?",\( 6 \),\( 4 \),\( 3 \),\( 3.5 \),2427.0,971.0,,,555,123,31,15,724,76.65745856353591,16.988950276243095,4.281767955801105,2.071823204419889
1564,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",D,"What is the size of angle \( q \) ? ![Two angles on a straight line, one is labelled 62 degrees and the other is q]()",\( 62^{\circ} \),\( 128^{\circ} \),\( 298^{\circ} \),\( 118^{\circ} \),8.0,699.0,2362.0,,118,434,180,127,859,13.736903376018628,50.52386495925495,20.954598370197903,14.78463329452852
1565,1744,Find missing angles using angles on a straight line,181,"Basic Angle Facts (straight line, opposite, around a point, etc)",C,Adjacent angles on a straight line sum to...,\( 90^{\circ} \),\( 100^{\circ} \),\( 180^{\circ} \),\( 360^{\circ} \),309.0,2121.0,,2362.0,107,64,375,49,595,17.983193277310924,10.756302521008404,63.02521008403361,8.235294117647058
1566,2636,Solve length problems involving similar shapes where the missing length is the longer one,90,Length Scale Factors in Similar Shapes,A,"The shape below has a perimeter of \( p \). If the length of all the sides are doubled, what is the perimeter of the enlarged shape? ![A trapezium]()",\( 2 p \),\( p+2 \),\( 8 p \),Not enough information,,1866.0,,449.0,5,111,9,18,143,3.4965034965034967,77.62237762237763,6.293706293706294,12.587412587412588
1567,1437,Factorise a quadratic expression in the form x² - c,254,Difference of Two Squares,C,"Factorise this expression, if possible:
\(
p^{2}-9
\)",\( (p-3)(p-3) \),\( p(p-9) \),\( (p+3)(p-3) \),Does not factorise,547.0,2549.0,,113.0,8,17,166,8,199,4.0201005025125625,8.542713567839195,83.41708542713567,4.0201005025125625
1568,318,Divide a decimal by an integer,102,"Averages (mean, median, mode) from a List of Data",B,"What is the mean of the following numbers?
\[
2, \quad 0.2, \quad 0.02
\]",\( 0.66 \),\( 0.74 \),\( 0.666 \),\( 0.2 \),,,,1966.0,72,13,6,23,114,63.1578947368421,11.403508771929824,5.263157894736842,20.175438596491226
1569,2723,Substitute numbers into a SUVAT equation to work out distance,67,Substitution into Formula,A,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( s \) when
a=6 
u=3 
t=4
",\( 60 \),\( 156 \),\( 576 \),\( 24 \),,452.0,452.0,,193,302,297,626,1418,13.610719322990128,21.297602256699577,20.944992947813823,44.14668547249647
1570,3516,Determine the input of a double function machine used to create an algebraic expression,649,Function Machines,B,"![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The next rectangle has ""− 4"" written inside it, the next rectangle has ""✕ 4"" written inside it and the final rectangle on the right has ""output"" written above it and ""8m − 20"" written inside it.]() What is the input of this function machine?",\( 2 m-16 \),\( 2 m-1 \),\( 2 m-20 \),\( 2 m-5 \),879.0,,617.0,657.0,4,13,449,5,471,0.8492569002123143,2.7600849256900215,95.32908704883228,1.0615711252653928
1571,919,Determine if a given point lies on a line,257,Plotting Lines from Tables of Values,D,"Jo and Paul are arguing about points on the line
\(4 x-5 y=20\)

Jo says \( (10,-4) \) lies on the line \( \mathbf{4 x}-\mathbf{5 y}=\mathbf{2 0} \)

Paul says \( (-4,10) \) lies on the line \( \mathbf{4} \boldsymbol{x}-\mathbf{5 y}=\mathbf{2 0} \)

Who is correct?","Only
Jo","Only
Paul",Both Jo and Paul,Neither is correct,55.0,,,,8,182,20,10,220,3.6363636363636362,82.72727272727273,9.090909090909092,4.545454545454546
1572,2648,"Reflect an object or a point in a diagonal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",92,Reflection,D,"The triangle is reflected in the dashed line
What are the new coordinates of point \( \mathrm{P} \) ? ![A coordinate grid with the reflection line y=-x drawn and a triangle with the coordinates (-2,3) (-1,4) and (0,3). P is the point (0,3)]()","\( (-6,3) \)","\( (-3,6) \)","\( (-3,3) \)","\( (-3,0) \)",563.0,1990.0,1990.0,,437,252,211,134,1034,42.26305609284333,24.37137330754352,20.406189555125724,12.959381044487428
1573,1902,Construct a triangle using Side-Angle-Side,191,Construct Triangle,C,Which combination of mathematical instruments has been used to construct this triangle? ![A triangle construction with one angle and two sides labelled ](),"Protractor 
Compass","Ruler 
Compass","Ruler
Protractor
Compass","Ruler 
Protractor",723.0,651.0,,297.0,40,320,54,34,448,8.928571428571429,71.42857142857143,12.053571428571429,7.5892857142857135
1574,73,Solve problems that combine addition or subtraction with multiplication,1975,Combining Operations,D,"Every week for \( 4 \) weeks, Cara buys a magazine for \( £ 6 \) and gets her nails painted for \( £ 28 \).

How much money does Cara spend altogether?",\( £ 34 \),\( £ 52 \),\( £ 118 \),\( £ 136 \),1179.0,1999.0,1999.0,,471,32,41,80,624,75.48076923076923,5.128205128205128,6.570512820512821,12.82051282051282
1575,480,Calculate the cube root of a number,246,"Square Roots, Cube Roots, etc",A,\( \sqrt[3]{125}= \),\( 5 \),\( 25 \),\( \frac{125}{3} \),\( 375 \),,,414.0,146.0,6,114,7,6,133,4.511278195488721,85.71428571428571,5.263157894736842,4.511278195488721
1576,1755,Identify corresponding angles,182,Angle Facts with Parallel Lines,B,"\( \mathrm{M} \) and \( \mathrm{N} \) are the intersections of the line \( X Y \) with the lines \( P Q \) and RS.
Which angle is corresponding to angle MNS? ![A pair of parallel lines pointing up to the left. PQ and RS are the ends of the parallel lines. PQ is on the left of the diagram with Q being the top left.
A red straight line, XY, crosses the parallel lines. X is on the left of the diagram.
Line XY crosses line PQ at a point marked M.
Line XY crosses line RS at a point marked N.
The angle MNS is marked in red.]()",YNR,QMX,QMN,NMP,625.0,,2336.0,2454.0,180,98,109,87,474,37.9746835443038,20.675105485232066,22.9957805907173,18.354430379746837
1577,2114,Convert between cl and l,197,Volume and Capacity Units,C,"\[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 3000 \),\( 3 \),\( 0.3 \),\( 0.03 \),1651.0,187.0,,2505.0,13,1,7,126,147,8.843537414965986,0.6802721088435374,4.761904761904762,85.71428571428571
1578,1446,Recognise whether you need to add or subtract linear equations in order to eliminate a variable,63,Simultaneous Equations,D,"What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)","Add Pair \( 1 \)
Subtract Pair \( 2 \)","Add Pair \( 1 \)
Add Pair \( 2 \)","Subtract Pair \( 1 \)
Add Pair \( 2 \)","Subtract Pair \( 1 \)
Subtract Pair \( 2 \)",2157.0,1233.0,303.0,,9,253,31,10,303,2.9702970297029703,83.4983498349835,10.231023102310232,3.3003300330033
1579,2741,Read values off a displacement-time graph,117,Time Series and Line Graphs,C,"How far away from home was Rachel at 10:15? ![A line graph with title ""A graph to show the distance Rachel travels from her home on her daily run."" 
The x-axis is titled ""Time"" and is labelled with times from 0800 to 1300 in steps of 1 hour, with the axis going half an hour beyond 1300.
The y-axis is titled ""Distance from home (Km)"" and the scale is from 0 to 8 in steps of 1km. The following points are plotted and joined together: (0800, 0), (0830, 2), (0900, 3.5),(1000, 6), (1030, 7), (1100, 7.5),(1230, 7.5),(1300, 4.5), (1330, 0).    ]()",\( 6.5 \mathrm{~m} \),\( 650 \mathrm{~m} \),\( 6500 \mathrm{~m} \),\( 7 \mathrm{~km} \),417.0,2132.0,,134.0,61,192,372,376,1001,6.093906093906094,19.18081918081918,37.162837162837164,37.56243756243756
1580,1560,Given a situation sketch an appropriate real life graph,58,Real Life Graphs,A,"Johan wants to plot a graph to show the distance a ball travels over time.

After \( 2 \) seconds the ball has travelled \( 3 \) metres.

Where on the graph should Johan plot this?",![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. A is plotted above 2 on the horizontal axis and right of 3 on the vertical axis.](),![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. B is plotted above 3 on the horizontal axis and right of 2 on the vertical axis.](),![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. C is plotted below 3 on the horizontal axis and right of -2 on the vertical axis.](),![A graph with time (sec) on the horizontal axis and distance (m) on the vertical axis. D is plotted below 2 on the horizontal axis and right of -3 on the vertical axis.](),,11.0,11.0,1488.0,66,16,20,28,130,50.76923076923077,12.307692307692308,15.384615384615385,21.53846153846154
1581,2296,Calculate the volume of a cube,189,Volume of Prisms,C,What is the volume of this cube? ![A cube with one side labelled 5 cm.](),\( 120 \mathrm{~cm}^{3} \),\( 100 \mathrm{~cm}^{3} \),\( 125 \mathrm{~cm}^{3} \),\( 150 \mathrm{~cm}^{3} \),982.0,253.0,,746.0,5,158,22,5,190,2.631578947368421,83.15789473684211,11.578947368421053,2.631578947368421
1582,441,Multiply proper fractions in the form: Fraction × Fraction,231,Multiplying Fractions,A,"Calculate:
\(
\frac{1}{9} \times \frac{1}{5}
\)",\( \frac{1}{45} \),\( \frac{2}{14} \),\( \frac{5}{9} \),\( \frac{1}{14} \),,1980.0,2134.0,1280.0,6,23,74,5,108,5.555555555555555,21.296296296296298,68.51851851851852,4.62962962962963
1583,473,Calculate the square of a number,649,Function Machines,B,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""30"" written inside it. The middle rectangle has ""squared"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 60 \),\( 900 \),\( 22 \),\( 15 \),2316.0,,,1664.0,11,158,3,10,182,6.043956043956044,86.81318681318682,1.6483516483516485,5.4945054945054945
1584,447,Divide proper fractions in the form: Integer ÷ Fraction,232,Dividing Fractions,B,"Calculate
\(
2 \div \frac{1}{5}
\)",\( \frac{2}{5} \),\( 10 \),\( \frac{1}{10} \),\( \frac{5}{2} \),733.0,,1152.0,1749.0,23,17,15,250,305,7.540983606557377,5.573770491803279,4.918032786885246,81.9672131147541
1585,461,Write numbers between 0 and 1 in standard form,47,Standard Form,D,"Write the following number in standard form:
\[
0.00506
\]",\( 5.06 \times 10^{3} \),\( 5.6 \times 10^{-3} \),\( 5.06 \times 10^{-5} \),\( 5.06 \times 10^{-3} \),1781.0,702.0,702.0,,13,100,13,6,132,9.848484848484848,75.75757575757575,9.848484848484848,4.545454545454546
1586,1433,Factorise a quadratic expression in the form ax² + bx + c,53,Factorising into a Double Bracket,C,Factorise \( 9 x^{2}-24 x+16 \),\( (3 x+4)^{2} \),\( (9 x-4)^{2} \),\( (3 x-4)^{2} \),\( (3 x+8)^{2} \),2581.0,2240.0,,,119,3,21,10,153,77.77777777777779,1.9607843137254901,13.725490196078432,6.535947712418301
1587,3118,Read a fraction on a scale where the required number is marked by a dash between two numbers,228,Ordering Fractions,A,What fraction is the arrow pointing to? ![An image of a numberline with 5 dashes. On the leftmost dash is the number 1/5. On the rightmost dash is the number 3/5. An arrow points to the 4th dash from the left](),\( \frac{1}{2} \),\( \frac{2}{5} \),\( \frac{3}{4} \),There is no such fraction,,990.0,2012.0,990.0,22,83,17,10,132,16.666666666666664,62.878787878787875,12.878787878787879,7.575757575757576
1588,3346,Identify the order of rotational symmetry of a shape,88,Properties of Quadrilaterals,D,Which shape has the lowest order of rotational symmetry?,![Equilateral triangle](),![Circle](),![Square](),![Trapezium](),2355.0,2355.0,2355.0,,7,6,88,0,101,6.9306930693069315,5.9405940594059405,87.12871287128714,0.0
1589,3215,Round numbers to an appropriate degree to estimate the answer to a calculation,216,Estimation,C,"When estimating the answer to a complicated problem involving \( 0.482 \), you should instead use...",\( 0 \),\( 0.4 \),\( 0.5 \),\( 0.48 \),1165.0,1379.0,,1591.0,871,78,54,77,1080,80.64814814814815,7.222222222222221,5.0,7.12962962962963
1590,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,A,Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P](),\( 4 \) squares right \( 2 \) squares up,\( 5 \) squares right \( 3 \) squares up,\( 4 \) squares left \( 2 \) squares down,\( 5 \) squares right \( 2 \) squares up,,556.0,1265.0,556.0,838,16,11,34,899,93.2146829810901,1.7797552836484982,1.2235817575083427,3.781979977753059
